id,marca,modelo,ano,quilometragem,ultimo_reparo,qntd_reparos,cambio
5431,Fiat,Toro,2015,257443,2024-09-06,22,Manual
5432,Peugeot,2008,2021,162589,2024-07-27,6,Automático
5433,Mitsubishi,Lancer,2007,288773,2024-09-03,25,Manual
5434,Toyota,Land Cruiser,2018,185979,2024-08-23,13,Manual
5435,Mitsubishi,Montero,2020,41502,2024-06-12,3,Manual
5436,Chevrolet,Onix,2011,251114,2024-08-24,21,Manual
5437,Hyundai,Creta,2022,164198,2024-08-09,6,Automático
5438,Peugeot,Expert,2022,162003,2024-07-19,6,Automático
5439,Toyota,Fortuner,2019,275954,2024-08-28,25,Manual
5440,BMW,118i,2023,214584,2024-08-21,8,Automático
5441,Chevrolet,Prisma,2009,205151,2024-08-06,8,Automático
5442,Volkswagen,Touareg,2013,294694,2024-08-15,11,Automático
5443,Toyota,Camry,2007,68058,2024-06-29,2,Automático
5444,BMW,X3,2019,170708,2024-08-31,5,Automático
5445,Kia,Carnival,2017,108631,2024-06-23,3,Automático
5446,Ford,Ranger,2008,220991,2024-08-22,8,Automático
5447,Jeep,Wrangler,2009,171290,2024-07-25,5,Automático
5448,Jeep,Cherokee,2015,25863,2024-06-20,1,Manual
5449,Mitsubishi,Mirage,2017,225004,2024-09-01,22,Manual
5450,Fiat,Strada,2008,285093,2024-09-06,23,Manual
5451,Ford,Edge,2009,112113,2024-08-09,4,Automático
5452,Ford,Edge,2012,164403,2024-08-20,12,Manual
5453,Renault,Captur,2014,43549,2024-05-15,2,Manual
5454,Honda,Pilot,2015,285545,2024-09-06,28,Manual
5455,Hyundai,Creta,2015,14522,2024-07-18,1,Automático
5456,Ford,Kuga,2023,227683,2024-09-04,17,Manual
5457,Hyundai,Sonata,2007,12722,2024-04-29,1,Manual
5458,Renault,Kangoo,2012,52649,2024-06-01,2,Automático
5459,Jeep,Wrangler,2010,194835,2024-08-22,13,Manual
5460,Toyota,Vios,2020,254097,2024-09-01,8,Automático
5461,Jeep,Liberty,2011,251747,2024-08-31,9,Automático
5462,Mitsubishi,Mirage,2008,29631,2024-06-18,2,Manual
5463,Hyundai,Santa Fe,2018,253585,2024-08-24,20,Manual
5464,BMW,740i,2018,45898,2024-07-22,1,Automático
5465,Honda,CR-V,2011,278671,2024-09-01,10,Automático
5466,Chevrolet,Trailblazer,2012,49822,2024-07-15,3,Manual
5467,Honda,City,2021,123061,2024-08-17,10,Manual
5468,Hyundai,Santa Fe,2015,223714,2024-08-22,17,Manual
5469,Mitsubishi,Montero,2017,230883,2024-08-15,9,Automático
5470,Jeep,Renegade,2020,58708,2024-07-20,4,Manual
5471,Fiat,Tipo,2023,217734,2024-09-08,17,Manual
5472,BMW,320i,2015,68160,2024-09-07,4,Manual
5473,Hyundai,i30,2009,59623,2024-07-18,2,Automático
5474,Kia,Optima,2013,191837,2024-08-28,18,Manual
5475,Jeep,Liberty,2010,10026,2024-08-21,1,Automático
5476,Renault,Kwid,2012,254669,2024-09-01,22,Manual
5477,BMW,X5,2016,64958,2024-08-06,4,Manual
5478,Renault,Duster,2009,64971,2024-07-12,5,Manual
5479,BMW,M3,2011,30606,2024-08-13,2,Manual
5480,Nissan,Rogue,2008,263305,2024-09-06,10,Automático
5481,Volkswagen,Touareg,2016,192313,2024-08-19,13,Manual
5482,Jeep,Renegade,2023,106064,2024-07-30,3,Automático
5483,Mercedes-Benz,G-Class,2016,147192,2024-08-31,13,Manual
5484,Ford,Mustang,2014,79922,2024-07-24,2,Automático
5485,Subaru,BRZ,2009,298669,2024-09-06,11,Automático
5486,Ford,Focus,2018,152230,2024-08-06,5,Automático
5487,Mercedes-Benz,CLA,2016,253202,2024-08-29,17,Manual
5488,Mitsubishi,Eclipse Cross,2015,11629,2024-07-28,1,Automático
5489,Volkswagen,Gol,2017,193473,2024-08-16,12,Manual
5490,Subaru,BRZ,2012,177381,2024-08-25,15,Manual
5491,BMW,530i,2023,175577,2024-07-25,5,Automático
5492,Chevrolet,Trailblazer,2008,299897,2024-08-29,26,Manual
5493,Mitsubishi,Outlander Sport,2007,19230,2024-06-26,1,Automático
5494,Jeep,Patriot,2010,177089,2024-08-22,7,Automático
5495,Peugeot,Partner,2022,17382,2024-04-15,1,Manual
5496,Chevrolet,Sonic,2017,91534,2024-08-13,3,Automático
5497,Subaru,Forester,2017,26251,2024-05-19,1,Automático
5498,Mitsubishi,Lancer,2018,241551,2024-08-18,9,Automático
5499,Kia,Niro,2014,133811,2024-09-06,5,Automático
5500,Toyota,Land Cruiser,2009,22320,2024-06-07,1,Manual
5501,Ford,Explorer,2021,182839,2024-08-03,6,Automático
5502,Toyota,Vios,2016,172495,2024-09-02,12,Manual
5503,Toyota,Land Cruiser,2015,175819,2024-09-05,5,Automático
5504,Chevrolet,Cruz,2022,101298,2024-08-15,4,Automático
5505,Chevrolet,S10,2010,30701,2024-06-02,1,Automático
5506,Nissan,370Z,2016,170010,2024-09-07,6,Automático
5507,Jeep,Liberty,2017,6485,2024-05-24,2,Manual
5508,Kia,Seltos,2021,111921,2024-08-20,4,Automático
5509,Chevrolet,Cruz,2012,219889,2024-09-04,17,Manual
5510,Chevrolet,Sonic,2020,160037,2024-09-03,14,Manual
5511,Renault,Talisman,2009,88630,2024-07-13,3,Automático
5512,Chevrolet,Sonic,2022,135463,2024-08-15,12,Manual
5513,Peugeot,Expert,2020,20414,2024-06-15,1,Automático
5514,Nissan,Versa,2010,125438,2024-07-26,5,Automático
5515,Ford,Ranger,2016,238916,2024-08-25,20,Manual
5516,Jeep,Cherokee,2020,264104,2024-09-02,8,Automático
5517,Peugeot,Partner,2007,159066,2024-08-23,5,Automático
5518,Kia,Cerato,2008,226168,2024-09-08,8,Automático
5519,Jeep,Renegade,2008,175994,2024-09-03,7,Automático
5520,Peugeot,5008,2019,189671,2024-08-29,6,Automático
5521,Renault,Kangoo,2020,8348,2024-06-24,1,Automático
5522,Hyundai,HB20,2021,96784,2024-08-21,6,Manual
5523,Renault,Mégane,2020,177450,2024-08-21,6,Automático
5524,Subaru,Ascent,2015,173463,2024-08-22,16,Manual
5525,Toyota,Hilux,2021,131278,2024-08-11,4,Automático
5526,Honda,WR-V,2022,124884,2024-09-02,12,Manual
5527,Peugeot,208,2021,172239,2024-08-14,12,Manual
5528,Ford,Fiesta,2015,159128,2024-09-03,5,Automático
5529,Fiat,Tipo,2013,87170,2024-08-23,3,Automático
5530,Jeep,Gladiator,2010,91863,2024-09-07,3,Automático
5531,Chevrolet,Tracker,2020,29086,2024-09-05,1,Automático
5532,Chevrolet,Spin,2012,203214,2024-08-08,6,Automático
5533,Renault,Zoe,2015,252426,2024-08-25,23,Manual
5534,Nissan,Altima,2016,294100,2024-09-06,29,Manual
5535,Subaru,Ascent,2023,227917,2024-09-08,19,Manual
5536,Subaru,Impreza,2020,298224,2024-08-20,9,Automático
5537,BMW,740i,2019,68619,2024-07-22,4,Manual
5538,Kia,Picanto,2020,8914,2024-06-24,1,Manual
5539,Chevrolet,Trailblazer,2010,105576,2024-08-22,9,Manual
5540,Honda,WR-V,2008,109436,2024-07-25,4,Automático
5541,Ford,Edge,2020,183916,2024-08-15,13,Manual
5542,Ford,F-150,2007,85670,2024-08-04,8,Manual
5543,Subaru,WRX,2011,39771,2024-07-16,2,Manual
5544,Mitsubishi,Outlander Sport,2016,78054,2024-08-02,5,Manual
5545,Nissan,Navara,2018,80644,2024-07-25,6,Manual
5546,Ford,Explorer,2014,120017,2024-08-26,4,Automático
5547,Subaru,XV,2010,137349,2024-07-07,4,Automático
5548,Mitsubishi,Eclipse Cross,2015,78355,2024-07-18,2,Automático
5549,Hyundai,Elantra,2011,255407,2024-09-02,24,Manual
5550,Peugeot,2008,2010,74902,2024-06-30,2,Automático
5551,Renault,Clio,2013,166850,2024-08-02,6,Automático
5552,Fiat,Uno,2010,224231,2024-07-26,7,Automático
5553,BMW,X5,2013,31921,2024-08-27,2,Manual
5554,Jeep,Cherokee,2011,36815,2024-04-09,1,Automático
5555,Chevrolet,Cruz,2012,155076,2024-08-29,5,Automático
5556,BMW,X1,2007,79809,2024-07-31,3,Automático
5557,Mercedes-Benz,GLA,2015,25356,2024-07-30,1,Automático
5558,Fiat,Doblò,2007,110678,2024-07-28,7,Manual
5559,Jeep,Commander,2023,73146,2024-07-24,2,Automático
5560,Subaru,WRX,2009,296532,2024-09-06,24,Manual
5561,Fiat,Toro,2021,62370,2024-07-18,5,Manual
5562,Nissan,Rogue,2018,146441,2024-08-29,11,Manual
5563,BMW,i3,2019,229508,2024-09-04,16,Manual
5564,BMW,118i,2013,83714,2024-06-28,3,Automático
5565,Toyota,RAV4,2008,89807,2024-08-29,3,Automático
5566,BMW,X5,2020,129777,2024-08-12,11,Manual
5567,Hyundai,i30,2009,243019,2024-08-28,24,Manual
5568,Honda,Civic,2008,258956,2024-08-30,24,Manual
5569,Ford,Fiesta,2019,98351,2024-06-28,3,Automático
5570,BMW,Z4,2011,270015,2024-09-04,22,Manual
5571,Honda,Insight,2008,176460,2024-08-10,6,Automático
5572,Subaru,XV,2014,274548,2024-09-05,23,Manual
5573,Mitsubishi,Outlander,2016,19062,2024-08-29,1,Automático
5574,Honda,CR-V,2012,58014,2024-08-31,5,Manual
5575,Honda,Odyssey,2014,126313,2024-09-02,9,Manual
5576,Volkswagen,Polo,2018,21977,2024-06-17,1,Automático
5577,Fiat,Fiorino,2018,194771,2024-08-30,18,Manual
5578,Hyundai,Veloster,2022,130180,2024-09-05,8,Manual
5579,Kia,Sorento,2016,160505,2024-08-21,14,Manual
5580,BMW,320i,2015,193826,2024-09-07,16,Manual
5581,Fiat,Tipo,2009,13632,2024-06-03,1,Automático
5582,Mitsubishi,Eclipse Cross,2008,6209,2024-08-10,1,Automático
5583,Mercedes-Benz,GLE,2016,209773,2024-08-19,7,Automático
5584,Hyundai,Elantra,2012,201871,2024-08-26,17,Manual
5585,Ford,Edge,2013,172695,2024-08-29,6,Automático
5586,Kia,Carnival,2019,179262,2024-09-04,7,Automático
5587,Peugeot,3008,2010,284137,2024-08-11,10,Automático
5588,Toyota,Fortuner,2013,229503,2024-08-27,17,Manual
5589,Nissan,Titan,2009,255094,2024-09-03,18,Manual
5590,Subaru,Ascent,2015,180123,2024-09-01,12,Manual
5591,Chevrolet,Tracker,2017,155454,2024-08-14,13,Manual
5592,Mercedes-Benz,GLA,2018,188284,2024-08-30,6,Automático
5593,Toyota,Hilux,2014,215774,2024-09-03,19,Manual
5594,Nissan,Navara,2007,7739,2024-08-16,1,Automático
5595,BMW,X5,2010,241551,2024-09-03,21,Manual
5596,Kia,Niro,2019,43014,2024-08-20,1,Automático
5597,Renault,Clio,2023,101285,2024-08-22,4,Automático
5598,Honda,Civic,2012,131165,2024-07-13,4,Automático
5599,Hyundai,Tucson,2023,172501,2024-09-08,13,Manual
5600,Volkswagen,Amarok,2015,163107,2024-09-08,11,Manual
5601,Honda,Civic,2016,130676,2024-08-25,10,Manual
5602,Volkswagen,Virtus,2010,25642,2024-05-20,1,Automático
5603,Jeep,Patriot,2022,86406,2024-06-22,2,Automático
5604,Chevrolet,Sonic,2022,139219,2024-08-24,11,Manual
5605,Hyundai,Azera,2012,276253,2024-08-22,10,Automático
5606,Hyundai,i30,2014,111624,2024-08-15,11,Manual
5607,Mitsubishi,ASX,2020,184216,2024-08-29,18,Manual
5608,Jeep,Commander,2013,217651,2024-08-28,15,Manual
5609,Mercedes-Benz,S-Class,2018,22694,2024-03-11,1,Manual
5610,Mercedes-Benz,A-Class,2012,43904,2024-08-16,3,Manual
5611,Mercedes-Benz,E-Class,2012,128732,2024-07-16,4,Automático
5612,Fiat,Fiorino,2011,146093,2024-09-03,4,Automático
5613,Mercedes-Benz,SLC,2019,142673,2024-08-14,5,Automático
5614,Jeep,Wrangler,2007,200676,2024-08-18,8,Automático
5615,Toyota,Etios,2008,115382,2024-07-27,4,Automático
5616,Toyota,C-HR,2014,65476,2024-07-04,4,Manual
5617,BMW,X3,2014,174122,2024-07-28,5,Automático
5618,Kia,Sorento,2018,68126,2024-08-27,2,Automático
5619,BMW,530i,2007,178683,2024-09-02,15,Manual
5620,Peugeot,208,2013,101176,2024-09-06,3,Automático
5621,Honda,Odyssey,2021,207480,2024-08-24,20,Manual
5622,Jeep,Patriot,2013,190409,2024-08-31,7,Automático
5623,Subaru,Outback,2014,28125,2024-03-23,1,Manual
5624,Fiat,Fiorino,2023,35015,2024-07-01,1,Automático
5625,Kia,Niro,2013,19404,2024-07-15,1,Automático
5626,Nissan,March,2010,298998,2024-09-03,24,Manual
5627,Kia,Sportage,2010,75510,2024-08-05,5,Manual
5628,Hyundai,Veloster,2023,109804,2024-08-19,4,Automático
5629,BMW,X5,2016,199713,2024-07-27,6,Automático
5630,Subaru,Impreza,2008,171158,2024-08-24,12,Manual
5631,Hyundai,Veloster,2011,156374,2024-08-03,5,Automático
5632,Mercedes-Benz,A-Class,2015,87772,2024-07-08,3,Automático
5633,BMW,X3,2021,34763,2024-09-05,2,Manual
5634,Nissan,Frontier,2012,294024,2024-08-27,9,Automático
5635,Ford,Kuga,2010,299295,2024-08-31,29,Manual
5636,Chevrolet,Tracker,2023,8973,2024-07-29,1,Manual
5637,Honda,HR-V,2016,228378,2024-08-30,7,Automático
5638,Renault,Clio,2017,98336,2024-07-15,3,Automático
5639,Honda,Odyssey,2023,43851,2024-06-29,4,Manual
5640,Toyota,Yaris,2019,234664,2024-08-08,8,Automático
5641,Honda,WR-V,2018,152191,2024-08-16,10,Manual
5642,Ford,Focus,2016,138310,2024-08-14,5,Automático
5643,Hyundai,Veloster,2023,117355,2024-09-06,4,Automático
5644,Kia,Stonic,2008,211616,2024-09-01,17,Manual
5645,Toyota,RAV4,2009,57950,2024-09-08,3,Manual
5646,BMW,X5,2009,236476,2024-07-31,8,Automático
5647,Kia,Seltos,2009,253643,2024-08-31,22,Manual
5648,Kia,Carnival,2012,212281,2024-08-18,8,Automático
5649,Mercedes-Benz,GLA,2011,90294,2024-07-29,3,Automático
5650,BMW,530i,2014,59824,2024-06-29,1,Automático
5651,Renault,Mégane,2015,247872,2024-08-18,8,Automático
5652,Honda,HR-V,2022,202415,2024-08-31,17,Manual
5653,Peugeot,Expert,2017,236141,2024-08-31,16,Manual
5654,Ford,Explorer,2015,262908,2024-08-21,8,Automático
5655,Fiat,Bravo,2020,13034,2024-08-12,1,Automático
5656,Subaru,Forester,2013,124350,2024-08-22,11,Manual
5657,Fiat,Fiorino,2014,111284,2024-08-19,9,Manual
5658,Toyota,Etios,2019,71224,2024-06-22,2,Automático
5659,Peugeot,5008,2015,39493,2024-07-24,1,Automático
5660,Mitsubishi,Outlander,2020,293673,2024-08-14,11,Automático
5661,Mercedes-Benz,A-Class,2012,180026,2024-08-08,7,Automático
5662,Jeep,Grand Cherokee,2010,233221,2024-08-30,20,Manual
5663,Volkswagen,Up!,2009,174741,2024-09-03,6,Automático
5664,Chevrolet,Cobalt,2013,244800,2024-08-06,9,Automático
5665,BMW,740i,2010,27648,2024-03-24,1,Manual
5666,Chevrolet,Cruz,2019,51761,2024-07-10,4,Manual
5667,Ford,EcoSport,2009,180532,2024-08-08,6,Automático
5668,Ford,F-150,2021,95081,2024-07-24,3,Automático
5669,BMW,118i,2021,216716,2024-08-31,21,Manual
5670,Kia,Carnival,2008,243730,2024-08-21,18,Manual
5671,Nissan,370Z,2016,202575,2024-09-07,20,Manual
5672,Jeep,Renegade,2017,254920,2024-08-22,17,Manual
5673,Honda,WR-V,2022,225790,2024-09-02,18,Manual
5674,Peugeot,5008,2016,163091,2024-08-30,11,Manual
5675,Jeep,Commander,2017,288907,2024-08-30,10,Automático
5676,Volkswagen,Amarok,2009,165646,2024-08-15,5,Automático
5677,Renault,Talisman,2017,128743,2024-08-14,11,Manual
5678,Chevrolet,Onix,2018,287604,2024-08-31,10,Automático
5679,Nissan,Navara,2010,5623,2024-05-22,1,Automático
5680,Chevrolet,Cobalt,2020,74953,2024-07-27,5,Manual
5681,Subaru,Crosstrek,2009,226531,2024-07-30,7,Automático
5682,Kia,Seltos,2011,242781,2024-08-21,18,Manual
5683,Volkswagen,Polo,2023,93527,2024-09-07,6,Manual
5684,Honda,Civic,2018,268014,2024-09-02,17,Manual
5685,Mitsubishi,Lancer,2022,174270,2024-08-22,16,Manual
5686,Toyota,Yaris,2015,89383,2024-08-26,5,Manual
5687,Kia,Sportage,2010,146806,2024-09-06,9,Manual
5688,Mitsubishi,Eclipse Cross,2018,197166,2024-08-20,7,Automático
5689,Jeep,Wrangler,2021,121686,2024-07-20,4,Automático
5690,Hyundai,Santa Fe,2019,95665,2024-06-22,3,Automático
5691,Honda,HR-V,2020,60099,2024-07-18,2,Automático
5692,Jeep,Commander,2016,181556,2024-07-31,7,Automático
5693,Peugeot,208,2022,186544,2024-09-08,6,Automático
5694,Volkswagen,Virtus,2015,186119,2024-08-20,7,Automático
5695,Chevrolet,Tracker,2021,295262,2024-08-27,26,Manual
5696,Mitsubishi,Outlander,2014,142055,2024-08-12,4,Automático
5697,Mercedes-Benz,CLA,2020,190329,2024-08-30,6,Automático
5698,Renault,Zoe,2009,285539,2024-08-26,24,Manual
5699,Kia,Sorento,2011,91054,2024-06-29,3,Automático
5700,Toyota,Yaris,2010,44187,2024-08-01,1,Automático
5701,Toyota,Fortuner,2023,283662,2024-08-25,10,Automático
5702,Ford,Focus,2013,256496,2024-08-17,8,Automático
5703,Chevrolet,Trailblazer,2009,190787,2024-08-28,7,Automático
5704,Mitsubishi,ASX,2015,166503,2024-07-22,5,Automático
5705,Peugeot,301,2023,36066,2024-06-25,1,Automático
5706,Honda,City,2022,84220,2024-07-18,5,Manual
5707,Chevrolet,Onix,2015,99780,2024-08-07,6,Manual
5708,Ford,F-150,2019,151921,2024-07-30,5,Automático
5709,Volkswagen,Virtus,2007,240962,2024-08-15,9,Automático
5710,Jeep,Patriot,2017,249514,2024-09-01,8,Automático
5711,Mitsubishi,ASX,2007,202573,2024-08-27,20,Manual
5712,Toyota,Land Cruiser,2020,155304,2024-08-12,6,Automático
5713,Ford,Fiesta,2008,175496,2024-07-27,7,Automático
5714,Chevrolet,Prisma,2007,46390,2024-09-01,1,Automático
5715,Honda,Insight,2016,114152,2024-06-12,3,Automático
5716,Peugeot,Partner,2019,27881,2024-07-15,1,Automático
5717,Volkswagen,Passat,2015,97771,2024-07-16,3,Automático
5718,Peugeot,508,2019,261736,2024-08-30,8,Automático
5719,Kia,Carnival,2010,264104,2024-09-04,20,Manual
5720,Hyundai,Santa Fe,2019,174341,2024-08-18,5,Automático
5721,Nissan,370Z,2013,12070,2024-03-24,1,Automático
5722,Volkswagen,Virtus,2008,23455,2024-06-02,1,Automático
5723,Fiat,Argo,2022,46905,2024-07-08,4,Manual
5724,Hyundai,Azera,2016,16149,2024-06-06,2,Manual
5725,Honda,CR-V,2019,191984,2024-08-24,19,Manual
5726,Volkswagen,Polo,2016,72222,2024-07-24,2,Automático
5727,Mercedes-Benz,C-Class,2009,78415,2024-08-31,7,Manual
5728,Renault,Mégane,2008,39427,2024-05-09,1,Automático
5729,Fiat,Uno,2011,33552,2024-07-17,3,Manual
5730,Ford,Edge,2011,237332,2024-08-05,7,Automático
5731,Kia,Niro,2011,225769,2024-08-04,8,Automático
5732,Toyota,Hilux,2022,242736,2024-09-01,20,Manual
5733,Mercedes-Benz,GLA,2014,29538,2024-05-12,2,Manual
5734,Jeep,Liberty,2007,63633,2024-05-26,2,Automático
5735,Hyundai,Azera,2009,202197,2024-09-06,7,Automático
5736,Jeep,Renegade,2021,191737,2024-08-30,18,Manual
5737,BMW,530i,2009,40076,2024-05-07,1,Automático
5738,Kia,Sorento,2015,33265,2024-05-24,2,Manual
5739,Renault,Duster,2010,254744,2024-09-03,20,Manual
5740,Subaru,Ascent,2013,112649,2024-08-21,3,Automático
5741,Peugeot,Expert,2013,266294,2024-08-12,9,Automático
5742,Honda,City,2014,258798,2024-08-08,10,Automático
5743,Honda,City,2008,14641,2024-04-13,1,Manual
5744,Chevrolet,Cruz,2023,11330,2024-08-29,1,Automático
5745,Hyundai,Sonata,2023,170573,2024-08-14,5,Automático
5746,Ford,Edge,2007,37987,2024-05-03,1,Automático
5747,Toyota,C-HR,2013,148504,2024-09-08,13,Manual
5748,BMW,X5,2019,5785,2024-04-19,1,Automático
5749,Hyundai,Kona,2022,175523,2024-09-03,16,Manual
5750,Jeep,Grand Cherokee,2007,270330,2024-08-30,21,Manual
5751,Subaru,BRZ,2009,216384,2024-08-06,7,Automático
5752,Kia,Seltos,2020,279675,2024-09-07,9,Automático
5753,Honda,WR-V,2017,7911,2024-08-15,1,Manual
5754,Peugeot,508,2010,249992,2024-09-03,8,Automático
5755,Toyota,Corolla,2013,230127,2024-09-01,20,Manual
5756,Mercedes-Benz,GLA,2014,182236,2024-09-01,13,Manual
5757,Subaru,BRZ,2011,48324,2024-06-20,3,Manual
5758,Mitsubishi,Lancer,2015,172372,2024-08-07,6,Automático
5759,Honda,Odyssey,2021,138891,2024-08-17,4,Automático
5760,Jeep,Commander,2012,142271,2024-09-04,10,Manual
5761,Mercedes-Benz,GLA,2020,241234,2024-08-27,8,Automático
5762,Jeep,Wrangler,2018,255109,2024-08-25,10,Automático
5763,Volkswagen,Polo,2015,19725,2024-08-25,2,Manual
5764,Nissan,March,2008,103459,2024-06-28,3,Automático
5765,Toyota,Vios,2013,111156,2024-09-03,9,Manual
5766,Jeep,Cherokee Trailhawk,2012,123755,2024-07-06,4,Automático
5767,Kia,Cerato,2017,264430,2024-09-03,23,Manual
5768,Mercedes-Benz,GLA,2021,91060,2024-07-08,3,Automático
5769,Jeep,Renegade,2012,188441,2024-08-18,6,Automático
5770,Nissan,370Z,2008,119195,2024-08-08,7,Manual
5771,Jeep,Patriot,2009,298544,2024-08-28,21,Manual
5772,Fiat,Bravo,2014,187438,2024-08-26,17,Manual
5773,Chevrolet,Camaro,2010,217193,2024-08-20,17,Manual
5774,BMW,X3,2018,46983,2024-07-15,4,Manual
5775,Mercedes-Benz,SLC,2015,51234,2024-08-21,3,Manual
5776,Kia,Cerato,2013,83731,2024-08-08,8,Manual
5777,Honda,WR-V,2011,155644,2024-08-24,6,Automático
5778,Mercedes-Benz,A-Class,2017,45783,2024-03-27,1,Automático
5779,Kia,Carnival,2022,282833,2024-09-03,11,Automático
5780,Honda,CR-V,2019,51225,2024-08-03,2,Automático
5781,BMW,M3,2017,183179,2024-08-04,7,Automático
5782,Nissan,Navara,2020,115564,2024-08-20,8,Manual
5783,Hyundai,HB20,2020,188226,2024-08-23,18,Manual
5784,Mercedes-Benz,CLA,2016,9547,2024-05-22,1,Manual
5785,Mercedes-Benz,A-Class,2023,145985,2024-08-11,9,Manual
5786,Renault,Logan,2012,117493,2024-06-11,3,Automático
5787,Kia,Stonic,2014,53766,2024-07-24,4,Manual
5788,Renault,Logan,2018,197560,2024-07-19,6,Automático
5789,Nissan,Titan,2011,235314,2024-08-25,7,Automático
5790,Fiat,Mobi,2008,95162,2024-08-11,3,Automático
5791,BMW,X5,2013,252025,2024-08-25,10,Automático
5792,Nissan,Kicks,2017,148900,2024-08-18,10,Manual
5793,Renault,Duster,2017,31219,2024-05-29,1,Automático
5794,Kia,Cerato,2015,280841,2024-09-03,20,Manual
5795,Hyundai,Creta,2014,129991,2024-09-06,12,Manual
5796,Renault,Mégane,2018,106430,2024-09-03,3,Automático
5797,Peugeot,5008,2018,22348,2024-06-03,2,Manual
5798,Fiat,Strada,2021,174738,2024-08-25,5,Automático
5799,Volkswagen,Touareg,2023,217119,2024-08-27,19,Manual
5800,Subaru,Crosstrek,2017,230187,2024-08-25,20,Manual
5801,Peugeot,2008,2020,155779,2024-08-14,6,Automático
5802,Renault,Captur,2007,96639,2024-08-11,6,Manual
5803,Nissan,Versa,2023,32771,2024-09-07,3,Manual
5804,Renault,Mégane,2022,78254,2024-07-30,6,Manual
5805,Nissan,Navara,2015,104095,2024-07-09,4,Automático
5806,Peugeot,301,2013,102534,2024-07-18,4,Automático
5807,Volkswagen,Arteon,2008,84555,2024-09-08,7,Manual
5808,Nissan,Titan,2018,187362,2024-08-23,12,Manual
5809,Volkswagen,Amarok,2023,17326,2024-09-08,2,Manual
5810,Hyundai,Azera,2018,225009,2024-08-28,20,Manual
5811,Renault,Captur,2010,264537,2024-09-02,26,Manual
5812,Fiat,Doblò,2015,99078,2024-08-07,6,Manual
5813,BMW,X1,2019,134546,2024-09-03,10,Manual
5814,Peugeot,308,2012,30579,2024-06-10,1,Automático
5815,Mitsubishi,Montero,2009,179206,2024-09-06,7,Automático
5816,Subaru,Legacy,2020,63999,2024-08-11,5,Manual
5817,Ford,EcoSport,2023,287242,2024-09-07,10,Automático
5818,Kia,Sportage,2013,250670,2024-08-10,10,Automático
5819,Nissan,Titan,2023,199281,2024-08-28,7,Automático
5820,Ford,Mustang,2022,248428,2024-08-23,19,Manual
5821,Nissan,Frontier,2021,296971,2024-08-19,11,Automático
5822,Ford,Explorer,2021,177067,2024-09-08,16,Manual
5823,Peugeot,Partner,2013,62058,2024-07-02,4,Manual
5824,Renault,Zoe,2023,80396,2024-07-05,3,Automático
5825,Toyota,Hilux,2011,296082,2024-09-02,25,Manual
5826,Hyundai,Veloster,2014,196356,2024-09-04,14,Manual
5827,Subaru,Crosstrek,2019,167692,2024-09-04,12,Manual
5828,Subaru,Ascent,2023,268754,2024-08-16,10,Automático
5829,Nissan,Frontier,2013,276276,2024-09-05,23,Manual
5830,Hyundai,i30,2008,163105,2024-08-23,14,Manual
5831,Toyota,Fortuner,2020,230421,2024-09-06,17,Manual
5832,Renault,Captur,2021,22354,2024-06-24,1,Manual
5833,Chevrolet,Camaro,2018,160661,2024-09-05,13,Manual
5834,Renault,Captur,2022,55954,2024-08-27,4,Manual
5835,Hyundai,Azera,2010,270684,2024-08-30,21,Manual
5836,Peugeot,5008,2019,132801,2024-09-01,5,Automático
5837,Nissan,Altima,2020,224353,2024-08-17,7,Automático
5838,Ford,Fiesta,2011,130967,2024-07-24,5,Automático
5839,Mitsubishi,Galant,2022,53701,2024-06-02,2,Automático
5840,Mercedes-Benz,CLA,2012,67675,2024-08-02,5,Manual
5841,BMW,118i,2009,85707,2024-07-09,2,Automático
5842,Mercedes-Benz,G-Class,2018,114383,2024-08-04,7,Manual
5843,Fiat,Toro,2021,15738,2024-05-12,1,Automático
5844,Mitsubishi,Lancer,2019,200953,2024-08-29,13,Manual
5845,Peugeot,2008,2012,116234,2024-08-20,3,Automático
5846,Fiat,Doblò,2023,91753,2024-07-30,7,Manual
5847,Hyundai,HB20,2013,144620,2024-08-31,14,Manual
5848,Chevrolet,Trailblazer,2013,282916,2024-09-06,25,Manual
5849,Renault,Duster,2014,43815,2024-05-04,1,Automático
5850,BMW,M3,2014,231145,2024-09-01,21,Manual
5851,Peugeot,308,2020,89814,2024-07-03,2,Automático
5852,Toyota,Fortuner,2014,286920,2024-08-27,20,Manual
5853,Chevrolet,Cruz,2015,41185,2024-07-27,1,Automático
5854,Nissan,Kicks,2016,64869,2024-08-13,4,Manual
5855,Kia,Cerato,2009,210632,2024-09-07,17,Manual
5856,Chevrolet,Onix,2021,79554,2024-06-14,2,Automático
5857,Honda,Accord,2014,109867,2024-08-14,8,Manual
5858,BMW,X1,2010,149638,2024-08-19,14,Manual
5859,Fiat,Mobi,2007,77647,2024-08-30,5,Manual
5860,Ford,Focus,2007,80758,2024-08-26,3,Automático
5861,Ford,Ranger,2021,132004,2024-06-30,4,Automático
5862,Ford,Mustang,2015,283644,2024-09-02,22,Manual
5863,Jeep,Cherokee,2014,54386,2024-08-24,3,Manual
5864,Ford,F-150,2023,191555,2024-08-28,15,Manual
5865,Ford,EcoSport,2021,84437,2024-08-28,2,Automático
