Problemas,Frases
Sistema de escapamento,O carro está soltando fumaça pelo escapamento.
Sistema de escapamento,Sinto um cheiro de queimado quando o carro está funcionando.
Sistema de escapamento,"O carro está com um ruído alto, parece que algo está solto no escapamento."
Sistema de escapamento,Acelerei e o carro soltou uma nuvem de fumaça.
Sistema de escapamento,O escapamento está soltando um barulho metálico.
Sistema de escapamento,O carro está com dificuldade para acelerar e a luz do motor está acesa.
Sistema de escapamento,"Há uma vibração estranha no carro, parece vir do escapamento."
Sistema de escapamento,O carro está emitindo um som estranho quando ligo o motor.
Sistema de escapamento,O escapamento parece estar vazando e o carro está fazendo um barulho esquisito.
Sistema de escapamento,O carro está com um cheiro forte de gasolina e a luz do motor está piscando.
Sistema de escapamento,O carro faz um barulho alto ao ligar e a luz do motor está acesa.
Sistema de escapamento,Acelerei e o carro soltou uma fumaça preta.
Sistema de escapamento,O carro está com um som estranho e o desempenho caiu.
Sistema de escapamento,Tem um cheiro de combustível no escapamento e o carro está engasgando.
Sistema de escapamento,O carro está soltando fumaça e o motor não está funcionando bem.
Sistema de escapamento,O escapamento está fazendo um barulho de rasgo.
Sistema de escapamento,O carro está com uma vibração e o cheiro de gases está forte.
Sistema de escapamento,A luz de verificação do motor está acesa e o carro está com um desempenho ruim.
Sistema de escapamento,O escapamento está emitindo um som de vazamento.
Sistema de escapamento,O carro está com um barulho estranho e parece que algo está errado no escapamento.
Sistema de escapamento,O carro está soltando uma quantidade anormal de fumaça pelo escapamento.
Sistema de escapamento,A luz do motor está piscando e o carro está com um cheiro estranho.
Sistema de escapamento,O carro está fazendo um barulho forte ao acelerar e a luz do motor está acesa.
Sistema de escapamento,O escapamento está com um som de pressão e o desempenho está abaixo do normal.
Sistema de escapamento,O carro está emitindo gases e o escapamento faz um barulho estranho.
Sistema de escapamento,Há uma fumaça espessa saindo do escapamento e o motor está ruidoso.
Sistema de escapamento,O carro está com um cheiro estranho e o escapamento está com barulho.
Sistema de escapamento,O desempenho do carro caiu e o escapamento está soltando fumaça.
Sistema de escapamento,O carro está fazendo um barulho metálico e o escapamento parece estar danificado.
Sistema de escapamento,A luz do motor está acesa e o carro está com um ruído anormal no escapamento.
Sistema de escapamento,O escapamento está soltando uma fumaça densa e o carro está com mau desempenho.
Sistema de escapamento,O carro faz um som de batida e a luz do motor está piscando.
Sistema de escapamento,O escapamento está vazando e o carro está emitindo um cheiro forte.
Sistema de escapamento,O carro está com um barulho de escapamento e o desempenho está ruim.
Sistema de escapamento,O escapamento está com um som de buraco e a luz do motor está acesa.
Sistema de escapamento,O carro está com fumaça e um barulho estranho vindo do escapamento.
Sistema de escapamento,O escapamento está fazendo um som de vazamento e o motor não está funcionando bem.
Sistema de escapamento,Acelerei e o carro soltou uma fumaça escura e o escapamento está com barulho.
Sistema de escapamento,O carro está emitindo gases e o escapamento está fazendo um barulho de rasgo.
Sistema de escapamento,O desempenho do carro está baixo e o escapamento está com um som estranho.
Sistema de escapamento,O carro está soltando fumaça preta e o escapamento está barulhento.
Sistema de escapamento,O escapamento faz um barulho esquisito e o carro está com desempenho ruim.
Sistema de escapamento,A luz do motor está acesa e o escapamento está emitindo um cheiro forte.
Sistema de escapamento,O carro está com um som de escapamento estranho e a luz do motor não apaga.
Sistema de escapamento,O escapamento está soltando uma quantidade anormal de fumaça e o carro está com mau desempenho.
Embreagem,O carro está com dificuldade para trocar de marcha.
Embreagem,Sinto um cheiro estranho quando piso na embreagem.
Embreagem,A embreagem está fazendo um barulho esquisito quando eu uso.
Embreagem,O carro está patinando quando acelero.
Embreagem,Parece que a embreagem não está engatando corretamente.
Embreagem,A embreagem está muito dura e difícil de pisar.
Embreagem,O carro está vibrando quando eu uso a embreagem.
Embreagem,A embreagem está vazando algum líquido.
Embreagem,O pedal da embreagem está muito baixo e não responde bem.
Embreagem,Sinto que o carro não está desacelerando como deveria quando piso na embreagem.
Embreagem,O carro faz um barulho alto quando estou parado e pisando na embreagem.
Embreagem,Parece que a embreagem está deslizando e o carro não acelera direito.
Embreagem,O carro está soltando um cheiro de queimado quando uso a embreagem.
Embreagem,A embreagem está com um som de chiado.
Embreagem,Sinto um tranco quando troco de marcha.
Embreagem,A embreagem está com dificuldade para voltar ao lugar.
Embreagem,O pedal da embreagem está muito mole e não responde como deveria.
Embreagem,O carro está com dificuldade para manter a marcha e a embreagem parece estar falhando.
Embreagem,A embreagem está fazendo um barulho metálico quando eu a uso.
Embreagem,Sinto que a embreagem está engatando de forma irregular.
Embreagem,O carro está tremendo ao usar a embreagem e trocar de marcha.
Embreagem,A embreagem parece estar deslizando e o carro não responde bem.
Embreagem,A embreagem está difícil de pisar e o pedal parece muito pesado.
Embreagem,O carro está com um cheiro estranho de combustível e a embreagem não está funcionando bem.
Embreagem,"Quando piso na embreagem, o carro faz um som de raspagem."
Embreagem,A embreagem está com um som de estalo e o carro está patinando.
Embreagem,O pedal da embreagem está muito alto e o carro está difícil de controlar.
Embreagem,A embreagem parece não estar funcionando corretamente e o carro não está trocando de marcha direito.
Embreagem,Sinto um cheiro de queimado quando uso a embreagem por muito tempo.
Embreagem,A embreagem está fazendo um som de ronco e o carro está engasgando.
Embreagem,O carro está com dificuldades para acelerar e a embreagem não está respondendo bem.
Embreagem,A embreagem está com um barulho estranho e o pedal está difícil de pisar.
Embreagem,Parece que a embreagem não está desacelerando o carro como deveria.
Embreagem,O carro faz um barulho de raspagem quando uso a embreagem.
Embreagem,Sinto um tranco quando tento engatar a marcha.
Embreagem,A embreagem está com um som de arrasto e o carro está patinando.
Embreagem,O pedal da embreagem está com dificuldade para voltar ao lugar.
Embreagem,"Quando uso a embreagem, o carro está emitindo um som de chiado."
Embreagem,A embreagem está com um som de batida e o carro está com dificuldade para acelerar.
Embreagem,O carro está com um cheiro de queimado quando uso a embreagem e está patinando.
Embreagem,A embreagem está fazendo um barulho de rasgo e o carro está difícil de controlar.
Embreagem,Parece que a embreagem não está engatando corretamente e o carro está vibrando.
Embreagem,O pedal da embreagem está muito alto e o carro está com dificuldades para trocar de marcha.
Embreagem,Sinto um barulho de raspagem quando piso na embreagem e o carro está com desempenho ruim.
Embreagem,A embreagem está com um som de estrondo e o carro está patinando ao acelerar.
Embreagem,O carro está com dificuldades para manter a marcha e a embreagem está difícil de usar.
Embreagem,A embreagem está fazendo um som de arranhão e o pedal está muito baixo.
Embreagem,"Quando uso a embreagem, o carro faz um som de raspagem e está com dificuldades para acelerar."
Embreagem,A embreagem está deslizando e o carro não responde bem ao acelerar.
Embreagem,O pedal da embreagem está muito leve e o carro está com dificuldades para desacelerar.
Embreagem,A embreagem está fazendo um som de estalo e o carro está patinando ao trocar de marcha.
Amortecedores desgastados,O carro está pulando muito quando passo por buracos.
Amortecedores desgastados,Sinto que o carro está balançando demais nas curvas.
Amortecedores desgastados,O carro está vibrando muito quando eu dirijo.
Amortecedores desgastados,"Quando eu passo por lombadas, o carro faz um barulho estranho."
Amortecedores desgastados,Sinto que o carro está instável e difícil de controlar.
Amortecedores desgastados,O carro parece estar mais baixo do que o normal.
Amortecedores desgastados,O volante está tremendo quando eu ando em estrada ruim.
Amortecedores desgastados,O carro está com uma sensação de instabilidade quando eu freio.
Amortecedores desgastados,Sinto um ruído metálico quando passo por irregularidades na estrada.
Amortecedores desgastados,O carro está afundando demais quando eu passo por buracos.
Amortecedores desgastados,O carro está balançando muito e parece que os amortecedores não estão funcionando.
Amortecedores desgastados,"Quando eu ando em alta velocidade, o carro parece instável."
Amortecedores desgastados,O carro faz um som estranho quando eu dirijo por estradas esburacadas.
Amortecedores desgastados,Sinto que o carro está escorregando nas curvas.
Amortecedores desgastados,O carro está com um movimento de oscilação exagerado.
Amortecedores desgastados,O volante está duro e o carro parece estar pulando.
Amortecedores desgastados,"Quando eu freio, o carro balança demais."
Amortecedores desgastados,O carro parece estar mais alto do que o normal na parte traseira.
Amortecedores desgastados,Sinto um impacto maior do que o normal ao passar por buracos.
Amortecedores desgastados,O carro está com um comportamento estranho em estradas irregulares.
Amortecedores desgastados,O carro está balançando muito quando eu faço curvas.
Amortecedores desgastados,O carro está fazendo um som de estalo quando eu passo por lombadas.
Amortecedores desgastados,"Quando eu acelero, o carro parece estar oscilando."
Amortecedores desgastados,O carro parece estar com problemas de estabilidade nas curvas.
Amortecedores desgastados,O volante vibra muito ao dirigir em estradas ruins.
Amortecedores desgastados,Sinto que o carro está mais bambo do que o normal.
Amortecedores desgastados,O carro está se sentindo muito instável quando eu passo por irregularidades.
Amortecedores desgastados,"Quando eu ando em alta velocidade, o carro balança para os lados."
Amortecedores desgastados,O carro faz um barulho de batida quando eu passo por buracos.
Amortecedores desgastados,O carro parece estar com dificuldade para manter a linha reta.
Amortecedores desgastados,Sinto que o carro está se inclinando muito para frente ao frear.
Amortecedores desgastados,O carro está pulando e fazendo barulho quando eu passo por lombadas.
Amortecedores desgastados,O carro está com uma sensação de flutuação quando eu dirijo.
Amortecedores desgastados,"Quando eu ando em ruas esburacadas, o carro parece muito instável."
Amortecedores desgastados,O carro está balançando excessivamente nas curvas.
Amortecedores desgastados,O carro faz um barulho de batida quando eu passo por irregularidades.
Amortecedores desgastados,O volante está se movendo e o carro parece balançar muito.
Amortecedores desgastados,Sinto que o carro está muito instável ao dirigir.
Amortecedores desgastados,O carro está com uma sensação de frouxidão quando eu dirijo.
Amortecedores desgastados,"Quando eu freio, o carro parece estar afundando demais."
Amortecedores desgastados,O carro está balançando muito e fazendo um som de batida.
Amortecedores desgastados,O carro faz um barulho alto ao passar por buracos e lombadas.
Amortecedores desgastados,O carro está com uma sensação de descontrole ao dirigir em estradas ruins.
Amortecedores desgastados,"Quando eu faço curvas, o carro parece estar muito instável."
Amortecedores desgastados,O carro está balançando para os lados e o volante vibra.
Amortecedores desgastados,Sinto que o carro está pulando e não absorvendo os impactos corretamente.
Amortecedores desgastados,O carro está com um movimento de oscilação exagerado ao passar por buracos.
Amortecedores desgastados,O carro parece estar mais baixo e o volante está se movendo.
Amortecedores desgastados,O carro está fazendo um barulho metálico quando eu passo por irregularidades.
Amortecedores desgastados,O carro está com problemas de estabilidade e vibra muito.
Amortecedores desgastados,"Quando eu ando em estradas ruins, o carro parece estar balançando demais."
Amortecedores desgastados,O carro está com uma sensação de instabilidade e os amortecedores parecem estar ruins.
Bomba de direção hidráulica,A direção está muito dura e difícil de girar.
Bomba de direção hidráulica,O volante está fazendo um barulho estranho quando eu manobro.
Bomba de direção hidráulica,Sinto um ruído alto vindo da direção quando faço curvas.
Bomba de direção hidráulica,A direção está vibrando demais.
Bomba de direção hidráulica,"A direção está pesada, principalmente em baixa velocidade."
Bomba de direção hidráulica,O volante está duro e não responde bem.
Bomba de direção hidráulica,Há um cheiro estranho de queimado vindo da área da direção.
Bomba de direção hidráulica,O carro está fazendo um som estranho quando eu mexo na direção.
Bomba de direção hidráulica,O volante parece estar travando às vezes.
Bomba de direção hidráulica,A direção está fazendo um barulho de chiado.
Bomba de direção hidráulica,A direção está muito lenta e difícil de manobrar.
Bomba de direção hidráulica,"O carro está com dificuldade para seguir reto, a direção está instável."
Bomba de direção hidráulica,A direção está falhando e não está funcionando corretamente.
Bomba de direção hidráulica,Sinto que a direção está agarrando em algumas partes do caminho.
Bomba de direção hidráulica,O volante está pulando quando eu tento manobrar.
Bomba de direção hidráulica,Há um barulho de claque quando eu giro o volante.
Bomba de direção hidráulica,O carro está com dificuldade para manter a direção em linha reta.
Bomba de direção hidráulica,O volante está durando e eu tenho que fazer muita força para girar.
Bomba de direção hidráulica,O som da bomba de direção está muito alto e irritante.
Bomba de direção hidráulica,A direção está fazendo um barulho de ronco constante.
Bomba de direção hidráulica,Sinto que a direção está desajustada e não responde bem.
Bomba de direção hidráulica,O volante está fazendo um barulho de raspagem.
Bomba de direção hidráulica,A direção está fazendo um som de arranhado quando eu giro.
Bomba de direção hidráulica,A direção está pesando e não está respondendo bem.
Bomba de direção hidráulica,Sinto que há um vazamento no sistema de direção.
Bomba de direção hidráulica,O carro está com dificuldade para virar nas esquinas.
Bomba de direção hidráulica,A direção está com um ruído de borracha esfregando.
Bomba de direção hidráulica,O volante está soltando um cheiro de óleo queimado.
Bomba de direção hidráulica,A direção está muito difícil de controlar em baixa velocidade.
Bomba de direção hidráulica,O carro está puxando para um lado e a direção está difícil.
Bomba de direção hidráulica,Há um barulho de zumbido vindo da direção.
Bomba de direção hidráulica,A direção está falhando e o volante está descontrolado.
Bomba de direção hidráulica,O carro está fazendo um som de borbulhamento na direção.
Bomba de direção hidráulica,Sinto um barulho estranho quando o carro está em movimento e eu giro o volante.
Bomba de direção hidráulica,A direção está muito dura e não é suave como antes.
Bomba de direção hidráulica,Há um barulho de estalo quando eu manobro o carro.
Bomba de direção hidráulica,A direção está fazendo um som de arrasto quando eu giro o volante.
Bomba de direção hidráulica,O volante está com um som de vibração constante.
Bomba de direção hidráulica,A direção está fazendo um barulho de bomba quando eu tento girar.
Bomba de direção hidráulica,O carro está com dificuldade para realizar manobras e a direção está pesada.
Bomba de direção hidráulica,O volante está fazendo um som de clique ao virar.
Bomba de direção hidráulica,A direção está respondendo de maneira errática e pesada.
Bomba de direção hidráulica,Sinto um barulho de raspagem vindo da direção quando faço curvas.
Bomba de direção hidráulica,A direção está com uma sensação de estar travando ao girar.
Bomba de direção hidráulica,O carro está fazendo um som de moagem na direção.
Bomba de direção hidráulica,A direção está vibrando e fazendo um som de batida.
Bomba de direção hidráulica,O volante está duro e não está girando suavemente.
Bomba de direção hidráulica,A direção está com um barulho de raspagem quando eu giro o volante.
Bomba de direção hidráulica,Sinto que a direção está mais difícil do que o normal e faz barulho.
Sensor de temperatura defeituoso,A luz de temperatura no painel está acesa e não apaga.
Sensor de temperatura defeituoso,"O carro está esquentando muito rápido, mesmo em viagens curtas."
Sensor de temperatura defeituoso,Sinto que o motor está superaquecendo mais do que o normal.
Sensor de temperatura defeituoso,O carro está com dificuldade para manter a temperatura ideal do motor.
Sensor de temperatura defeituoso,A temperatura do motor está variando muito.
Sensor de temperatura defeituoso,O painel está mostrando uma temperatura errada do motor.
Sensor de temperatura defeituoso,A luz de temperatura está piscando frequentemente.
Sensor de temperatura defeituoso,Sinto que o carro está aquecendo mais do que deveria.
Sensor de temperatura defeituoso,A temperatura do motor parece estar sempre no máximo.
Sensor de temperatura defeituoso,O carro está fazendo um som estranho quando o motor esquenta.
Sensor de temperatura defeituoso,O carro está esquentando até o ponto de o motor quase desligar.
Sensor de temperatura defeituoso,O painel de instrumentos está mostrando uma temperatura irregular.
Sensor de temperatura defeituoso,A ventoinha do radiador está ligando e desligando sem parar.
Sensor de temperatura defeituoso,O motor está esquentando muito rápido mesmo sem exigir muito.
Sensor de temperatura defeituoso,O carro está emitindo um cheiro forte de queimado.
Sensor de temperatura defeituoso,O motor está superaquecendo durante a condução.
Sensor de temperatura defeituoso,A temperatura do motor sobe muito rapidamente.
Sensor de temperatura defeituoso,A luz de alerta de temperatura acende e apaga sem motivo.
Sensor de temperatura defeituoso,A temperatura do motor está muito alta quando o carro está parado.
Sensor de temperatura defeituoso,O carro está com um comportamento estranho quando a temperatura sobe.
Sensor de temperatura defeituoso,A luz de temperatura no painel está constantemente acesa.
Sensor de temperatura defeituoso,A temperatura do motor não está refletindo corretamente no painel.
Sensor de temperatura defeituoso,O carro está esquentando e a ventoinha não parece estar funcionando direito.
Sensor de temperatura defeituoso,"Sinto que o motor está muito quente, mesmo em condições normais."
Sensor de temperatura defeituoso,O carro está apresentando problemas quando a temperatura está alta.
Sensor de temperatura defeituoso,A luz de temperatura está piscando em alta velocidade.
Sensor de temperatura defeituoso,A temperatura do motor não está estabilizando como deveria.
Sensor de temperatura defeituoso,O painel está mostrando uma temperatura errada do motor.
Sensor de temperatura defeituoso,"O carro está superaqueceu no trânsito, o que não acontecia antes."
Sensor de temperatura defeituoso,A ventoinha não está ligando quando o carro aquece.
Sensor de temperatura defeituoso,O motor está emitindo um som estranho quando a temperatura sobe.
Sensor de temperatura defeituoso,O carro está com dificuldades para manter a temperatura normal.
Sensor de temperatura defeituoso,A temperatura do motor está oscilando bastante durante a condução.
Sensor de temperatura defeituoso,A luz de temperatura do painel está acesa o tempo todo.
Sensor de temperatura defeituoso,O carro está esquentando rapidamente mesmo sem subir ladeira.
Sensor de temperatura defeituoso,A temperatura do motor está mais alta do que o normal e a ventoinha não ajuda.
Sensor de temperatura defeituoso,Sinto que o motor está superaquecendo mesmo com a ventoinha funcionando.
Sensor de temperatura defeituoso,"A luz de temperatura acende e apaga frequentemente, não parece normal."
Sensor de temperatura defeituoso,"O carro está esquentando muito rápido, mesmo com o ar-condicionado ligado."
Sensor de temperatura defeituoso,A temperatura do motor está subindo além do normal durante o dia.
Sensor de temperatura defeituoso,O carro está emitindo um cheiro estranho quando a temperatura sobe.
Sensor de temperatura defeituoso,A ventoinha parece estar funcionando intermitentemente quando o motor esquenta.
Sensor de temperatura defeituoso,A temperatura do motor está errática e não está estável.
Sensor de temperatura defeituoso,O painel de instrumentos está mostrando uma temperatura muito alta.
Sensor de temperatura defeituoso,O carro está esquentando mais do que o esperado em condições normais.
Sensor de temperatura defeituoso,"O sensor de temperatura parece estar falhando, a luz de alerta está piscando."
Sensor de temperatura defeituoso,O carro está com problemas de superaquecimento e a temperatura não está certa.
Vazamento de óleo,Notei uma poça de óleo no chão da garagem.
Vazamento de óleo,A luz de óleo no painel acendeu e não apaga.
Vazamento de óleo,Tem um cheiro forte de óleo queimado dentro do carro.
Vazamento de óleo,O motor está fazendo um barulho estranho e há manchas de óleo debaixo do carro.
Vazamento de óleo,Sinto que o carro está consumindo mais óleo do que o normal.
Vazamento de óleo,A superfície debaixo do carro está cheia de óleo.
Vazamento de óleo,"Quando olho debaixo do carro, vejo uma poça de óleo no chão."
Vazamento de óleo,O motor está apresentando um cheiro de óleo queimado.
Vazamento de óleo,Estou vendo um vazamento de óleo quando o carro está estacionado.
Vazamento de óleo,O nível de óleo no motor está sempre baixo e preciso completar com frequência.
Vazamento de óleo,Há um vazamento de óleo visível quando o carro está parado.
Vazamento de óleo,O carro está emitindo fumaça preta e tem um cheiro forte de óleo.
Vazamento de óleo,Vejo manchas de óleo na garagem e estou preocupado com o vazamento.
Vazamento de óleo,"Sinto que o motor está mais ruidoso do que o normal, e tem óleo debaixo do carro."
Vazamento de óleo,O carro está com um vazamento de óleo e a luz de óleo está piscando.
Vazamento de óleo,A área embaixo do motor está suja de óleo e parece estar vazando.
Vazamento de óleo,O nível de óleo no painel está sempre baixo e há um vazamento evidente.
Vazamento de óleo,"O carro está soltando uma fumaça estranha, parece ser óleo queimado."
Vazamento de óleo,A luz de alerta de óleo está constantemente acesa e há um vazamento no chão.
Vazamento de óleo,O carro está com uma poça de óleo embaixo e está fazendo barulho estranho.
Vazamento de óleo,Sinto um cheiro forte de óleo queimado enquanto dirijo.
Vazamento de óleo,Há um vazamento contínuo de óleo que está causando manchas no chão.
Vazamento de óleo,O motor está esfumaçando e há evidências de óleo vazando.
Vazamento de óleo,Estou vendo óleo no chão quando estaciono o carro.
Vazamento de óleo,"A luz de óleo acende e apaga, e vejo manchas de óleo debaixo do carro."
Vazamento de óleo,O carro está emitindo um som estranho e o nível de óleo está sempre baixo.
Vazamento de óleo,O óleo está vazando e a luz de alerta de óleo está piscando no painel.
Vazamento de óleo,A área embaixo do carro está coberta de óleo e há um cheiro forte.
Vazamento de óleo,Sinto que o motor está superaquecendo e há um vazamento de óleo.
Vazamento de óleo,O carro está apresentando sinais de vazamento de óleo e fumaça preta.
Vazamento de óleo,O motor está com um som estranho e há manchas de óleo no chão da garagem.
Vazamento de óleo,A luz de óleo no painel está sempre acesa e o carro está vazando óleo.
Vazamento de óleo,Estou vendo óleo vazando e o nível de óleo está baixo.
Vazamento de óleo,Há um cheiro forte de óleo queimado e o carro está vazando óleo.
Vazamento de óleo,"A luz de alerta de óleo acende e apaga, e vejo óleo embaixo do carro."
Vazamento de óleo,O motor está com um barulho estranho e há um vazamento de óleo visível.
Vazamento de óleo,Vejo uma poça de óleo no chão e o carro está emitindo fumaça.
Vazamento de óleo,A luz de óleo no painel está piscando e há manchas de óleo no chão.
Vazamento de óleo,O carro está emitindo um cheiro estranho e há um vazamento de óleo.
Vazamento de óleo,O motor está fazendo barulho e o nível de óleo está sempre baixo.
Vazamento de óleo,Há um vazamento de óleo contínuo e o carro está com fumaça preta.
Vazamento de óleo,O carro está com um problema de vazamento de óleo e a luz de óleo está acesa.
Vazamento de óleo,Sinto que o motor está superaquecendo e há um vazamento de óleo.
Vazamento de óleo,A área embaixo do carro está cheia de óleo e o carro está emitindo fumaça.
Vazamento de óleo,O óleo está vazando e a luz de alerta de óleo está piscando frequentemente.
Vazamento de óleo,Vejo óleo no chão da garagem e o motor está fazendo um barulho estranho.
Vazamento de óleo,O carro está com um vazamento de óleo e a luz de óleo está constantemente acesa.
Filtro de Combustível,O carro está engasgando quando tento acelerar.
Filtro de Combustível,"Sinto que o motor está com pouca potência, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está com dificuldades para dar partida, pode ser o filtro entupido."
Filtro de Combustível,O motor está fazendo um barulho estranho e sinto que o combustível não está fluindo bem.
Filtro de Combustível,"O carro está demorando para acelerar, parece que o filtro de combustível está sujo."
Filtro de Combustível,"Quando acelero, o carro dá umas falhadas, talvez seja o filtro de combustível."
Filtro de Combustível,"O consumo de combustível aumentou muito, pode ser o filtro entupido."
Filtro de Combustível,"O carro está morrendo enquanto estou dirigindo, acho que é o filtro de combustível."
Filtro de Combustível,"Estou vendo uma queda no desempenho do carro, pode ser o filtro de combustível obstruído."
Filtro de Combustível,O motor está falhando e sinto que o carro não está recebendo combustível suficiente.
Filtro de Combustível,"O carro está com dificuldade para pegar, o filtro de combustível pode estar sujo."
Filtro de Combustível,"O motor está ruidoso e o carro não está respondendo bem, talvez seja o filtro de combustível."
Filtro de Combustível,"Há uma falta de potência ao acelerar, pode ser o filtro de combustível entupido."
Filtro de Combustível,"O carro está com um desempenho muito ruim, acho que é o filtro de combustível."
Filtro de Combustível,"Sinto que o carro está morrendo em marcha lenta, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está engasgando em acelerações rápidas, talvez o filtro de combustível esteja sujo."
Filtro de Combustível,"O desempenho do carro está irregular e o motor está fazendo barulho, talvez seja o filtro de combustível."
Filtro de Combustível,"Quando o carro está em alta velocidade, ele começa a falhar, pode ser o filtro de combustível."
Filtro de Combustível,"A aceleração está lenta e o motor está ruidoso, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está com dificuldade para manter a marcha lenta, talvez o filtro de combustível esteja obstruído."
Filtro de Combustível,"O motor está falhando em baixa rotação, o filtro de combustível pode estar entupido."
Filtro de Combustível,"Estou percebendo uma perda de potência, pode ser o filtro de combustível sujo."
Filtro de Combustível,"O carro está com um cheiro estranho e o motor está engasgando, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está demorando para responder ao acelerador, talvez o filtro de combustível esteja obstruído."
Filtro de Combustível,"Há uma queda no desempenho geral do carro, pode ser o filtro de combustível entupido."
Filtro de Combustível,"O motor está tendo dificuldades para funcionar, pode ser o filtro de combustível sujo."
Filtro de Combustível,"O carro está fazendo barulho estranho e não está acelerando bem, pode ser o filtro de combustível."
Filtro de Combustível,"Sinto que o carro está perdendo força e o motor está falhando, talvez seja o filtro de combustível."
Filtro de Combustível,"O carro está engasgando e o desempenho está ruim, pode ser o filtro de combustível obstruído."
Filtro de Combustível,"O motor está com dificuldade para pegar e está falhando, talvez o filtro de combustível esteja sujo."
Filtro de Combustível,"O carro está apresentando problemas de aceleração, pode ser o filtro de combustível."
Filtro de Combustível,"O desempenho do carro está irregular e o motor está com dificuldade para funcionar, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está com um desempenho ruim e o motor está falhando, talvez seja o filtro de combustível entupido."
Filtro de Combustível,"A aceleração está lenta e o carro está morrendo em marcha lenta, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está engasgando e a potência está baixa, pode ser o filtro de combustível obstruído."
Filtro de Combustível,"O motor está falhando em altas rotações, pode ser o filtro de combustível sujo."
Filtro de Combustível,"Sinto que o carro está perdendo potência e o motor está ruidoso, talvez seja o filtro de combustível."
Filtro de Combustível,"O carro está com dificuldade para subir ladeiras, pode ser o filtro de combustível entupido."
Filtro de Combustível,"O motor está com dificuldades para manter a marcha lenta, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está apresentando problemas de aceleração e o motor está falhando, talvez o filtro de combustível esteja sujo."
Filtro de Combustível,"O desempenho do carro está comprometido e o motor está com dificuldades, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está morrendo durante a aceleração, talvez o filtro de combustível esteja entupido."
Filtro de Combustível,"O motor está ruidoso e a aceleração está lenta, pode ser o filtro de combustível."
Filtro de Combustível,"O carro está com problemas para pegar e o motor está engasgando, pode ser o filtro de combustível sujo."
Filtro de Combustível,"O desempenho do carro está abaixo do esperado e o motor está com dificuldade para funcionar, pode ser o filtro de combustível."
Filtro de Combustível,"Sinto que o carro está perdendo potência e a aceleração está ruim, pode ser o filtro de combustível entupido."
Filtro de Combustível,"O carro está com dificuldade para acelerar e o motor está falhando, talvez seja o filtro de combustível."
Filtro de Combustível,"O motor está com dificuldade para funcionar e o desempenho está ruim, pode ser o filtro de combustível sujo."
Filtro de Combustível,"O carro está apresentando problemas de desempenho e o motor está engasgando, pode ser o filtro de combustível."
Filtro de Combustível,"O desempenho do carro está ruim e a aceleração está lenta, pode ser o filtro de combustível obstruído."
Filtro de Combustível,"O carro está com um desempenho ruim e o motor está falhando, talvez o filtro de combustível esteja entupido."
Sensor de pressão dos pneus defeituoso,O carro está avisando que a pressão dos pneus está baixa.
Sensor de pressão dos pneus defeituoso,Sinto que a luz de pressão dos pneus no painel não apaga.
Sensor de pressão dos pneus defeituoso,O sensor de pressão dos pneus está piscando.
Sensor de pressão dos pneus defeituoso,"Acho que tem algum problema com o sensor de pressão dos pneus, porque o aviso não some."
Sensor de pressão dos pneus defeituoso,O carro está com uma luz amarela no painel que não sei o que significa.
Sensor de pressão dos pneus defeituoso,"O carro está fazendo um barulho estranho, será que é o sensor de pressão dos pneus?"
Sensor de pressão dos pneus defeituoso,"O aviso de pressão dos pneus aparece e some, não sei o que pode ser."
Sensor de pressão dos pneus defeituoso,"Estou recebendo uma mensagem sobre pressão dos pneus, mas não sei o que fazer."
Sensor de pressão dos pneus defeituoso,O carro está com uma luz que indica problema nos pneus.
Sensor de pressão dos pneus defeituoso,"O sensor de pressão dos pneus está sempre aceso, mesmo depois de calibrar."
Sensor de pressão dos pneus defeituoso,"Notei que o carro está piscando uma luz, talvez seja o sensor de pressão."
Sensor de pressão dos pneus defeituoso,O painel está mostrando uma luz de alerta que não sei o que significa.
Sensor de pressão dos pneus defeituoso,"O carro está mostrando um símbolo estranho no painel, pode ser algo com os pneus."
Sensor de pressão dos pneus defeituoso,"O sensor de pressão dos pneus deve estar com problema, a luz não apaga."
Sensor de pressão dos pneus defeituoso,"O carro está avisando algo sobre os pneus, não sei o que fazer."
Sensor de pressão dos pneus defeituoso,"A luz de pressão dos pneus não para de piscar, mesmo depois de encher os pneus."
Sensor de pressão dos pneus defeituoso,"Não entendo muito sobre carros, mas a luz de pressão dos pneus está acesa."
Sensor de pressão dos pneus defeituoso,A luz do painel que fala dos pneus está sempre acesa.
Sensor de pressão dos pneus defeituoso,"O sensor parece estar quebrado, não para de mostrar erro."
Sensor de pressão dos pneus defeituoso,"O carro está com um símbolo de pneu no painel, não sei o que fazer."
Sensor de pressão dos pneus defeituoso,O painel de controle mostra uma luz de alerta que não desaparece.
Sensor de pressão dos pneus defeituoso,"O carro está avisando sobre os pneus, talvez o sensor não esteja funcionando."
